"Internal Reff","Name","Price","POS Category"
1500002604,"GERBER 3RD FDS VEGETABLE/BEEF                ",1.09,"Grocery"
1500002607,"GERBER 3RD FDS VEGETABLES/TURKEY             ",1.09,"Grocery"
1500002608,"GERBER 3RD FDS CHICKEN/NOODLES               ",1.09,"Grocery"
1500002618,"GERBER 3RD FDS SWEET POTATO                  ",1.09,"Grocery"
1500002620,"GERBER 3RD FDS SPAGHETTI/TOMATO/BEEF         ",1.09,"Grocery"
1500002628,"GERBER 3RD FDS TURKEY/RICE                   ",1.09,"Grocery"
1500002629,"GERBER 3RD FDS LASAGNA                       ",1.09,"Grocery"
1500002631,"GERBER 3RD FDS APPLESAUCE                    ",1.09,"Grocery"
1500002634,"GERBER 3RD FDS PEARS                         ",1.09,"Grocery"
1500002635,"GERBER 3RD FDS BANANA                        ",1.09,"Grocery"
1500002636,"GERBER 3RD FDS BANANA/STRAWBERRY             ",1.09,"Grocery"
1500002640,"GERBER 3RD FDS FRUIT MEDLEY DESSERT          ",1.09,"Grocery"
1500002695,"GERBER 3RD FDS HERB CHICKEN W/PASTA          ",1.09,"Grocery"
1500002696,"GERBER 3RD FDS PASTA PRIMAVERA               ",1.09,"Grocery"
1500002721,"GERBER 3RD FDS MANGO GUAVA                   ",1.09,"Grocery"
1500004520,"GERBER FINGER FDS STRAW PUFFS                ",2.89,"Grocery"
1500004521,"GERBER FINGER FDS BANANA PUFFS               ",2.89,"Grocery"
1500004522,"GERBER GRADS PUFFS SWEET POTATO              ",2.89,"Grocery"
1500004525,"GERBER FINGER FDS PEACH PUFFS                ",2.89,"Grocery"
1500004526,"GERBER FINGER FDS APPLE CINN                 ",2.89,"Grocery"
1500004534,"GERBER GRADS BRKFST BUDS BANANA/CREAM        ",2.09,"Grocery"
1500004535,"GERBER GRADS BRKFST BUDS HT CER APL/CIN      ",2.09,"Grocery"
1500004537,"GERBER GRADS BRKFST BUDS HT CEREAL PCH       ",2.09,"Grocery"
1500004620,"GERBER GRADS GRABBERS BANANA/BLUEBERRY       ",2.09,"Grocery"
1500004622,"GERBER GRADS GRABBERS APPLE/SWT POTATO       ",2.09,"Grocery"
1500004624,"GERBER GRADS GRABBERS APPLE/MANGO/STRAW      ",2.09,"Grocery"
1500004625,"GERBER GRADS GRABBERS BAN/PEAR/ZUCCHINI      ",2.09,"Grocery"
1500004626,"GERBER GRADS GRABBERS APL/CARRT/PINEAPL      ",2.09,"Grocery"
1500004680,"GERBER GRADS BITER BISCUITS                  ",2.89,"Grocery"
1500004720,"GERBER GRADS FRUIT STRIPS STRAWBERRY         ",3.69,"Grocery"
1500004760,"GERBER YOGURT BLENDS STRAW 4PK               ",3.89,"Grocery"
1500004764,"GERBER YOGURT BLENDS BANANA 4PK              ",3.89,"Grocery"
1500004766,"GERBER YOGURT BLENDS PEACH 4PK               ",3.89,"Grocery"
1500004770,"GERBER YOGURT BLENDS BAN/STRW 4PK            ",3.89,"Grocery"
1500004771,"GERBER YOGURT BLENDS MIX BRY 4PK             ",3.89,"Grocery"
1500004830,"GERBER GRADS LIL CRUNCHIES MILD CHEDDAR      ",2.89,"Grocery"
1500004831,"GERBER GRADS LIL CRUNCHIES VEG DIP           ",2.89,"Grocery"
1500004832,"GERBER GRADS LIL CRUNCHIES ZESTY TOMATO      ",2.89,"Grocery"
1500004833,"GERBER GRADS LIL CRUNCH MAPLE CINN           ",2.89,"Grocery"
1500004834,"GERBER GRADS LIL CRUNCH APPLE/SWT POT        ",2.89,"Grocery"
1500004836,"GERBER GRADS LIL CRUNCH RANCH                ",2.89,"Grocery"
1500004898,"GERBER GRADS FRUIT PICK UPS DICED APPLE      ",2.09,"Grocery"
1500005605,"GERBER GRADS ENTREE RICE/CHKN/VEG/SAUCE      ",3.19,"Grocery"
1500005608,"GERBER GRADS ENTREE PASTA/TRKY SCE/VEG       ",3.19,"Grocery"
1500007000,"GERBER RICE CEREAL                           ",3.09,"Grocery"
1500007001,"GERBER OATMEAL CEREAL                        ",3.09,"Grocery"
1500007003,"GERBER MIXED CEREAL                          ",3.09,"Grocery"
1500007004,"GERBER WHOLE WHEAT CEREAL                    ",3.09,"Grocery"
1500007010,"GERBER RICE/BANANA/APPLE CEREAL              ",1.89,"Grocery"
1500007011,"GERBER OATMEAL/BANANA CEREAL                 ",3.69,"Grocery"
1500007013,"GERBER MLTIGRN SWT POT/APL CEREAL            ",3.69,"Grocery"
1500007031,"GERBER LIL BITS OATMEAL BAN/STRAW            ",3.69,"Grocery"
1500007050,"GERBER RICE CEREAL                           ",5.19,"Grocery"
1500007051,"GERBER OATMEAL CEREAL                        ",5.19,"Grocery"
1500007111,"GERBER 1ST FDS CARROTS 2PK                   ",1.49,"Grocery"
1500007116,"GERBER 1ST FDS PEAS 2PK                      ",1.49,"Grocery"
1500007117,"GERBER 1ST FDS SQUASH 2PK                    ",1.49,"Grocery"
1500007118,"GERBER 1ST FDS SWEET POTATO 2PK              ",1.49,"Grocery"
1500007130,"GERBER 1ST FDS PEACHES 2PK                   ",1.49,"Grocery"
1500007131,"GERBER 1ST FDS APPLESAUCE 2PK                ",1.49,"Grocery"
1500007134,"GERBER 1ST FDS PEARS 2PK                     ",1.49,"Grocery"
1500007135,"GERBER 1ST FDS BANANAS 2PK                   ",1.49,"Grocery"
1500007136,"GERBER 1ST FDS PRUNES 2PK                    ",1.49,"Grocery"
1500007308,"GERBER 2ND FDS CHICKEN NOODLE 2PK            ",1.69,"Grocery"
1500007311,"GERBER 2ND FDS CARROTS 2PK                   ",1.69,"Grocery"
1500007312,"GERBER 2ND FDS GREEN BEANS 2PK               ",1.69,"Grocery"
1500007314,"GERBER 2ND FDS MIXED VEGETABLES 2PK          ",1.69,"Grocery"
1500007316,"GERBER 2ND FDS PEAS 2PK                      ",1.69,"Grocery"
1500007317,"GERBER 2ND FDS SQUASH 2PK                    ",1.69,"Grocery"
1500007318,"GERBER 2ND FDS SWEET POTATOES 2PK            ",1.69,"Grocery"
1500007320,"GERBER 2ND FDS APPLE/CHERRIES 2PK            ",1.69,"Grocery"
1500007323,"GERBER 2ND FDS CORN/SWEET POTATO 2PK         ",1.69,"Grocery"
1500007327,"GERBER 2ND FDS APPLE/STRAW/BANANA 2PK        ",1.69,"Grocery"
1500007328,"GERBER 2ND FDS TURKEY & RICE 2PK             ",1.69,"Grocery"
1500007329,"GERBER 2ND FDS MAC/CHEESE W/VEGETABLE 2PK    ",1.69,"Grocery"
1500007330,"GERBER 2ND FDS PEACHES 2PK                   ",1.69,"Grocery"
1500007331,"GERBER 2ND FDS APPLE SAUCE 2PK               ",1.69,"Grocery"
1500007332,"GERBER 2ND FDS PEARS/PINEAPPLE 2PK           ",1.69,"Grocery"
1500007334,"GERBER 2ND FDS PEARS 2PK                     ",1.69,"Grocery"
1500007335,"GERBER 2ND FDS BANANAS 2PK                   ",1.69,"Grocery"
1500007336,"GERBER 2ND FDS PRUNE/APPLE 2PK               ",1.69,"Grocery"
1500007338,"GERBER 2ND FDS APRICOT/MIXED FRUIT 2PK       ",1.69,"Grocery"
1500007342,"GERBER 2ND FDS BAN/APPLE/PEAR 2PK            ",1.69,"Grocery"
1500007343,"GERBER 2ND FDS PEACH COBBLER DESSERT 2PK     ",1.69,"Grocery"
1500007344,"GERBER 2ND FDS BANANA/MIXED BERRY 2PK        ",1.69,"Grocery"
1500007346,"GERBER 2ND FDS HAW DELIGHT DESSERT 2PK       ",1.69,"Grocery"
1500007347,"GERBER 2ND FDS APPLE/BLUEBERRIES 2PK         ",1.69,"Grocery"
1500007350,"GERBER 2ND FDS VAN CUSTARD DESSERT 2PK       ",1.69,"Grocery"
1500007351,"GERBER 2ND FDS BANANA/ORANGE 2PK             ",1.69,"Grocery"
1500007359,"GERBER 2ND FDS APPLE & CHICKEN 2PK           ",1.69,"Grocery"
1500007360,"GERBER 2ND FDS SWEET POTATO W/TURKEY 2PK     ",1.69,"Grocery"
1500007363,"GERBER 2ND FDS BAN/PLUM/GRAPE 2PK            ",1.69,"Grocery"
1500007364,"GERBER 2ND FDS CHICKEN & RICE 2PK            ",1.69,"Grocery"
1500007365,"GERBER 2ND FDS OATMEAL/PEARS/CINNAMON 2PK    ",1.69,"Grocery"
1500007367,"GERBER 2ND FDS APL/MANGO RICE CEREAL 2PK     ",1.69,"Grocery"
1500007368,"GERBER 2ND FDS MIXED CEREAL/APL/BAN 2PK      ",1.69,"Grocery"
1500007369,"GERBER 2ND FDS OATMEAL/APPLE/BANANA 2PK      ",1.69,"Grocery"
1500007372,"GERBER 2ND FDS BANANA PEACH GRANOLA 2PK      ",2.19,"Grocery"
1500007375,"GERBER 2ND FDS PEARS/STRAW GRANOLA 2PK       ",2.19,"Grocery"
1500007431,"GERBER 2ND FDS POUCH ORG PEAR/CARROT/PEA     ",2.19,"Grocery"
1500007437,"GERBER 2ND FDS POUCH ORG APL/BLUE/SPINACH    ",2.19,"Grocery"
1500007444,"GERBER 2ND FDS POUCH ORG BANANA/BLUEBERRY    ",2.19,"Grocery"
1500007445,"GERBER 2ND FDS POUCH ORG BAN/ACAI/GRANOLA    ",2.19,"Grocery"
1500007446,"GERBER 2ND FDS POUCH ORG APPLE/MANGO/RICE    ",2.19,"Grocery"
1500007447,"GERBER 2ND FDS POUCH ORG PR/POM/MXD GRNS     ",2.19,"Grocery"
1500007454,"GERBER 2ND FDS ORGANIC PUMPKN/BAN/CRT 6PK    ",1.99,"Grocery"
1500007456,"GERBER 2ND FDS ORGANIC PR/ZUC/MANGO 6PK      ",1.99,"Grocery"
1500007458,"GERBER 2ND FDS ORGANIC AP/ZUC/SP/ST 6PK      ",1.99,"Grocery"
1500007613,"GERBER 2ND FDS PEAR/ZUCCHINI/CORN 2PK        ",1.69,"Grocery"
1500007619,"GERBER 2ND FDS PEACH/MANGO/OATMEAL 2PK       ",1.69,"Grocery"
1500007621,"GERBER 2ND FDS BANANA/CARROT/MANGO 2PK       ",1.69,"Grocery"
1500007629,"GERBER 2ND FDS APPLE/PEACH/SQUASH 2PK        ",1.69,"Grocery"
1500007903,"GERBER 2ND FDS MANGO FRUIT DESSERT 2PK       ",1.69,"Grocery"
1500012601,"GERBER 1ST FDS ORGANIC BANANAS 2PK           ",1.69,"Grocery"
1500012602,"GERBER 1ST FDS ORGANIC APPLES 2PK            ",1.69,"Grocery"
1500012604,"GERBER 1ST FDS ORGANIC PRUNES 2PK            ",1.69,"Grocery"
1500012606,"GERBER 1ST FDS ORANIC CARROTS 2PK            ",1.69,"Grocery"
1500012650,"GERBER 1ST FDS ORGANIC PEAS 2PK              ",1.69,"Grocery"
1500012651,"GERBER 1ST FDS ORGANIC SWT POTATO 2PK        ",1.69,"Grocery"
1500012701,"GERBER 2ND FDS ORGANIC BANANAS 2PK           ",2.19,"Grocery"
1500012703,"GERBER 2ND FDS ORGANIC PEARS/BLUEBRY 2PK     ",1.99,"Grocery"
1500012705,"GERBER 2ND FDS ORGANIC APPLE/STRAW 2PK       ",2.19,"Grocery"
1500012706,"GERBER 2ND FDS ORGANIC CARROTS 2PK           ",2.19,"Grocery"
1500012707,"GERBER 2ND FDS ORGANIC SWT POTATOES 2PK      ",1.99,"Grocery"
1500012708,"GERBER 2ND FDS ORGANIC GREEN BEANS 2PK       ",1.99,"Grocery"
1500013010,"GERBER ORGANIC APPLE JUICE 4PK               ",3.99,"Grocery"
1500013011,"GERBER ORGANIC PEAR JUICE 4PK                ",3.99,"Grocery"
1500014000,"GERBER PURE WATER                            ",1.59,"Grocery"
1510002582,"PENN DUTCH NOODLES KLUSKI                    ",2.99,"Grocery"
1510002621,"PENN DUTCH NOODLES FINE                      ",2.69,"Grocery"
1510002622,"PENN DUTCH NOODLES MEDIUM                    ",2.69,"Grocery"
1510002623,"PENN DUTCH NOODLES WIDE                      ",2.69,"Grocery"
1510002624,"PENN DUTCH NOODLES X-WIDE                    ",2.69,"Grocery"
1510002625,"PENN DUTCH NOODLES HOMESTYLE                 ",2.69,"Grocery"
1510900022,"ITALICA PURE OLIVE OIL                       ",6.89,"Grocery"
1510900122,"ITALICA EXTRA VIRGIN OLIVE OIL               ",7.09,"Grocery"
1510900123,"ITALICA OMEGA-3 X-TRA VRGN OLV OIL           ",8.49,"Grocery"
1530001323,"RICE A RONI CHICKEN FAMILY SIZE              ",2.69,"Grocery"
1530001324,"RICE A RONI BEEF FAMILY SIZE                 ",2.69,"Grocery"
1530001325,"RICE A RONI PILAF FAMILY SIZE                ",2.69,"Grocery"
1530031905,"RICE A RONI QUICK CHICKEN                    ",2.29,"Grocery"
1530031906,"RICE A RONI QUICK CHEDDAR BROCCOLI           ",2.29,"Grocery"
1530031908,"RICE A RONI QUICK BEEF                       ",2.29,"Grocery"
1530043006,"RICE A RONI CHICKEN & GARLIC                 ",1.99,"Grocery"
1530043011,"RICE A RONI WILD RICE PILAF                  ",1.99,"Grocery"
1530043023,"RICE A RONI CHICKEN                          ",1.99,"Grocery"
1530043024,"RICE A RONI BROCCOLI AU GRATIN               ",1.99,"Grocery"
1530043025,"RICE A RONI CHICKEN & MUSHROOM               ",1.99,"Grocery"
1530043028,"RICE A RONI BEEF                             ",1.99,"Grocery"
1530043030,"RICE A RONI RED BEANS & RICE                 ",1.99,"Grocery"
1530043034,"RICE A RONI CHICKEN & BROCCOLI               ",1.99,"Grocery"
1530043048,"RICE A RONI FRIED                            ",1.99,"Grocery"
1530043053,"RICE A RONI SPANISH                          ",1.99,"Grocery"
1530043059,"RICE A RONI SAVORY PILAF                     ",1.99,"Grocery"
1530043060,"RICE A RONI HERB & BUTTER                    ",1.99,"Grocery"
1530043061,"RICE A RONI 1/3 SALT CHICKEN                 ",1.99,"Grocery"
1530043065,"RICE A RONI 1/3 LESS SALT BEEF               ",1.99,"Grocery"
1530043078,"RICE A RONI MEXICAN                          ",1.99,"Grocery"
1530043935,"RICE A RONI CHICKEN FAJITA                   ",1.99,"Grocery"
1530043980,"RICE A RONI CREAMY 4 CHEESE                  ",1.99,"Grocery"
1530044023,"PASTA RONI GARLIC ALFREDO                    ",1.99,"Grocery"
1530044025,"PASTA RONI VERM/GARLIC/OIL                   ",1.99,"Grocery"
1530044032,"PASTA RONI SHELLS/WHITE CHEDDAR              ",1.99,"Grocery"
1530044035,"PASTA RONI FETTUCINE                         ",1.99,"Grocery"
1530044049,"PASTA RONI ANGEL HAIR PARMESAN               ",1.99,"Grocery"
1530044054,"PASTA RONI CHEDDAR MACARONI                  ",1.99,"Grocery"
1570005551,"SWISS MISS DIET HOT COCOA 8 PK               ",3.19,"Grocery"
1570007200,"SWISS MISS NO SUGAR ADDED 8PK                ",3.19,"Grocery"
1600010410,"GOLD MEDAL ALL PURPOSE FLOUR                 ",7.39,"Grocery"
1600010610,"GOLD MEDAL ALL PURPOSE FLOUR                 ",3.79,"Grocery"
1600010640,"GOLD MEDAL HRVST KING BREAD FLOUR            ",4.39,"Grocery"
1600010710,"GOLD MEDAL ALL PURPOSE FLOUR                 ",2.09,"Grocery"
1600010810,"GOLD MEDAL WHOLE WHEAT FLOUR                 ",4.89,"Grocery"
1600011610,"GOLD MEDAL SELF RISING FLOUR                 ",4.39,"Grocery"
1600011710,"GOLD MEDAL SELF RISING FLOUR                 ",2.49,"Grocery"
1600012709,"BETTY CROCKER ROLL-UPS STRAW/RASP VALUE      ",6.29,"Grocery"
1600013925,"BETTY CROCKER HAMB HELPER CHSEBURGER MAC     ",2.89,"Grocery"
1600014344,"GENERAL MILLS FIBER ONE BAR OATS/CHOC        ",4.49,"Grocery"
1600014345,"GENERAL MILLS FIBER ONE BAR OATS/PEANUT      ",4.49,"Grocery"
1600014571,"BETTY CROCKER FRUIT SHAPES SCOOBY VAL PK     ",6.29,"Grocery"
1600014622,"NATURE VALLEY ALMOND CRUNCH BAR              ",4.49,"Grocery"
1600014624,"NATURE VALLEY PEANUT CRUNCH BAR              ",4.49,"Grocery"
1600014707,"BETTY CROCKER GUSHERS VARIETY PACK           ",6.29,"Grocery"
1600014772,"GENERAL MILLS CHOCOLATE CHEERIOS             ",5.29,"Grocery"
1600014797,"BETTY CROCKER COOKIE/BROWNIE BARS            ",3.49,"Grocery"
1600015149,"NATURE VALLEY YOGURT BAR VARIETY PACK        ",4.39,"Grocery"
1600015626,"BETTY CROCKER YUKON GLD MASHED POTATOES      ",2.29,"Grocery"
1600015627,"BETTY CROCKER MASHED SWEET POTATOES          ",2.29,"Grocery"
1600015835,"BETTY CROCKER GUSHERS FLAVOR SHOCK           ",3.49,"Grocery"
1600015840,"CHEX MIX CHEDDAR                             ",3.19,"Grocery"
1600015910,"BETTY CROCKER GUSHERS VARIETY PK             ",3.49,"Grocery"
1600015933,"GENERAL MILLS FIBER ONE OATS/CARAMEL BAR     ",4.49,"Grocery"
1600015940,"CHEX MIX PARTY BLEND                         ",3.19,"Grocery"
1600015972,"BETTY CROCKER HAMB HELPER 3 CHEESE           ",2.89,"Grocery"
1600015975,"BETTY CROCKER HAMB HELPER STROGANOFF         ",2.89,"Grocery"
1600015990,"CHEX MIX ORIGINAL                            ",3.19,"Grocery"
1600016166,"BETTY CROCKER RTS FROSTING CREAMY WHITE      ",2.69,"Grocery"
1600016490,"CHEX MIX SWEET/SALTY HONEY NUT               ",3.19,"Grocery"
1600016710,"BETTY CROCKER FRT/FOOT BERRY/COLOR VALUE     ",6.29,"Grocery"
1600016893,"NATURE VALLEY SWEET/SALTY CASHEW BRS 6S      ",4.39,"Grocery"
1600016894,"NATURE VALLEY SWEET/SALTY RSTD NUT BR 6S     ",4.39,"Grocery"
1600017067,"BETTY CROCKER FRUIT SNACKS VARIETY PACK      ",3.49,"Grocery"
1600017314,"BETTY CROCKER ROLL-UPS MINIS WILD BERRY      ",3.49,"Grocery"
1600017634,"GENERAL MILLS DORA THE EXPLRER               ",4.59,"Grocery"
1600018910,"BETTY CROCKER ROLL-UPS VARIETY PK            ",3.49,"Grocery"
1600019426,"BISQUICK SHAKE'N POUR BUTTERMILK             ",2.09,"Grocery"
1600019426,"BISQUICK SHAKE'N POUR BUTTERMILK             ",2.09,"Grocery"
1600019428,"BISQUICK SHAKE'N POUR BUTTERMILK             ",3.19,"Grocery"
1600019428,"BISQUICK SHAKE'N POUR BUTTERMILK             ",3.19,"Grocery"
1600019430,"BETTY CROCKER FRUIT/FOOT VARIETY PK          ",3.49,"Grocery"
1600019610,"GOLD MEDAL UNBLEACHED FLOUR                  ",3.79,"Grocery"
1600019726,"BETTY CROCKER TRADITIONAL BROWNIE MIX        ",2.69,"Grocery"
1600024070,"BETTY CROCKER GUSHERS TROPICAL               ",3.49,"Grocery"
1600024700,"NATURE VALLEY STRAW YOGURT GRANOLA BAR       ",4.39,"Grocery"
1600024720,"NATURE VALLEY VANILLA YOGURT GRANOLA BAR     ",4.39,"Grocery"
1600026027,"BETTY CROCKER HAMB HELPER CHSY BEEF PSTA     ",2.89,"Grocery"
1600026028,"BETTY CROCKER HAMB HELPER ULT CHSBRG MAC     ",2.89,"Grocery"
1600026164,"GENERAL MILLS FIBER ONE 90 CAL CHOC BAR      ",4.49,"Grocery"
1600026165,"GENERAL MILLS FIBER ONE 90 CAL CHOC/PNT      ",4.49,"Grocery"
1600026313,"BETTY CROCKER TUNA HELPER CHEESY PASTA       ",2.89,"Grocery"
1600026344,"GENERAL MILLS CINNAMON CHEX                  ",4.49,"Grocery"
1600026369,"BETTY CROCKER HAMB HELPER DBL CHSBGR MAC     ",2.85,"Grocery"
1600026405,"GENERAL MILLS COOKIE CRISP          2.99     ",2.99,"Grocery"
1600026406,"GENERAL MILLS LUCKY CHARMS          2.99     ",2.99,"Grocery"
1600026407,"GENERAL MILLS HONEY NUT CHEERIOS    2.99     ",2.99,"Grocery"
1600026460,"NATURE VALLEY OATS-N-HONEY GRANOLA BAR       ",4.39,"Grocery"
1600026470,"NATURE VALLEY PEANUT BUTTER GRANOLA BARS     ",4.39,"Grocery"
1600026711,"GENERAL MILLS FIBRE ONE CHOC MOCHA BAR       ",4.49,"Grocery"
1600027051,"BETTY CROCKER CHDR/SR CRM MSHED POTATOES     ",1.29,"Grocery"
1600027052,"BETTY CROCKER CRMY BTR MASHED POTATOES       ",1.29,"Grocery"
1600027053,"BETTY CROCKER RSTD GRLC MASHED POTATOES      ",1.29,"Grocery"
1600027296,"GENERAL MILLS COOKIE CRISP                   ",6.39,"Grocery"
1600027297,"GENERAL MILLS REESES PUFFS                   ",6.39,"Grocery"
1600027442,"BETTY CROCKER BUTTER HRB MASHED POTATOES     ",2.29,"Grocery"
1600027444,"BETTY CROCKER CRMY BTR MASHED POTATOES       ",2.29,"Grocery"
1600027446,"BETTY CROCKER RSTD GRLC MASHED POTATOES      ",2.29,"Grocery"
1600027473,"GENERAL MILLS CHOCOLATE CHEX                 ",4.49,"Grocery"
1600027488,"BETTY CROCKER AU GRATIN POTATOES             ",2.29,"Grocery"
1600027489,"BETTY CROCKER SCALLOPED POTATOES             ",2.29,"Grocery"
1600027503,"GENERAL MILLS REESES PEANUT BUTTER PUFFS     ",5.29,"Grocery"
1600027505,"GENERAL MILLS FIBER ONE TWIN POUCH           ",5.59,"Grocery"
1600027511,"GENERAL MILLS COCOA PUFFS                    ",4.39,"Grocery"
1600027513,"GENERAL MILLS TOTAL RAISIN BRAN              ",5.29,"Grocery"
1600027515,"GENERAL MILLS MULTI GRAIN CHEERIOS           ",4.99,"Grocery"
1600027516,"GENERAL MILLS GOLDEN GRAHAMS                 ",4.39,"Grocery"
1600027517,"GENERAL MILLS COOKIE CRISP                   ",5.29,"Grocery"
1600027518,"GENERAL MILLS APPLE CINNAMON CHEERIOS        ",5.29,"Grocery"
1600027522,"GENERAL MILLS TOTAL WHOLE GRAIN              ",4.49,"Grocery"
1600027524,"GENERAL MILLS WHEATIES                       ",4.49,"Grocery"
1600027525,"GENERAL MILLS KIX                            ",4.49,"Grocery"
1600027526,"GENERAL MILLS CHEERIOS                       ",4.49,"Grocery"
1600027527,"GENERAL MILLS HONEY NUT CHEERIOS             ",5.29,"Grocery"
1600027528,"GENERAL MILLS CHEERIOS                       ",6.09,"Grocery"
1600027531,"GENERAL MILLS HONEY NUT CHEX                 ",4.49,"Grocery"
1600027532,"GENERAL MILLS TRIX                           ",4.39,"Grocery"
1600027533,"GENERAL MILLS GOLDEN GRAHAMS                 ",5.59,"Grocery"
1600027534,"GENERAL MILLS LUCKY CHARMS                   ",5.29,"Grocery"
1600027536,"GENERAL MILLS BASIC 4                        ",5.59,"Grocery"
1600027539,"GENERAL MILLS OATMEAL CRISP W/RAISINS        ",5.29,"Grocery"
1600027542,"GENERAL MILLS YOGURT BRST CHEERIOS STRAW     ",5.29,"Grocery"
1600027549,"GENERAL MILLS WHEAT CHEX                     ",4.49,"Grocery"
1600027554,"GENERAL MILLS FRUITY CHEERIOS                ",5.29,"Grocery"
1600027558,"GENERAL MILLS CORN CHEX                      ",4.49,"Grocery"
1600027559,"GENERAL MILLS RICE CHEX                      ",4.49,"Grocery"
1600027562,"GENERAL MILLS MULTI GRAIN CHEERIOS           ",5.69,"Grocery"
1600027563,"GENERAL MILLS TOTAL WHOLE GRAIN              ",5.99,"Grocery"
1600027564,"GENERAL MILLS CHEERIOS                       ",5.59,"Grocery"
1600027565,"GENERAL MILLS WHEATIES                       ",5.99,"Grocery"
1600027566,"GENERAL MILLS REESES PUFFS                   ",5.79,"Grocery"
1600027567,"GENERAL MILLS KIX                            ",5.29,"Grocery"
1600027568,"GENERAL MILLS COCOA PUFFS                    ",5.59,"Grocery"
1600027569,"GENERAL MILLS LUCKY CHARMS                   ",5.79,"Grocery"
1600027571,"GENERAL MILLS HONEY NUT CHEERIOS             ",6.09,"Grocery"
1600027572,"GENERAL MILLS TRIX                           ",5.59,"Grocery"
1600027575,"GENERAL MILLS COOKIE CRISP                   ",5.79,"Grocery"
1600027578,"GENERAL MILLS FIBER ONE HONEY CLUSTER        ",5.59,"Grocery"
1600027579,"GENERAL MILLS CHOCOLATE LUCKY CHARMS         ",5.29,"Grocery"
1600027582,"GENERAL MILLS FRANKENBERRY CEREAL            ",3.49,"Grocery"
1600027583,"GENERAL MILLS COUNT CHOCULA CEREAL           ",3.49,"Grocery"
1600027700,"BETTY CROCKER FRUIT/FOOT TIE DYE             ",3.49,"Grocery"
1600027717,"BETTY CROCKER HAMB HLPR SLOPPY JOE           ",2.89,"Grocery"
1600027718,"BETTY CROCKER HAMB HLPR CHSY RNCH BURGER     ",2.89,"Grocery"
1600027746,"BISQUICK GLUTEN FREE MIX                     ",5.69,"Grocery"
1600027791,"BETTY CROCKER GLUTEN FREE YELLOW CAKE        ",5.49,"Grocery"
1600027792,"BETTY CROCKER GLUTEN FREE DEVILS FD CAKE     ",5.49,"Grocery"
1600027793,"BETTY CROCKER GLUTEN FREE BROWNIES           ",5.49,"Grocery"
1600027794,"BETTY CROCKER GLUTEN FREE CHOC CHIP CKIE     ",5.49,"Grocery"
1600027855,"NATURE VALLEY SWT/SLTY DRK CHOC/PN/ALMD      ",4.39,"Grocery"
1600028282,"GENERAL MILLS FIBRE ONE COMP PANCAKE MIX     ",4.69,"Grocery"
1600028342,"BETTY CROCKER HAMB HELPER BACON CHSE MAC     ",2.85,"Grocery"
1600028346,"CHEX MIX SOUR CREAM/ONION                    ",3.19,"Grocery"
1600028370,"BETTY CROCKER BUGLES ORIGINAL                ",3.19,"Grocery"
1600028372,"NATURE VALLEY TRAIL MIX CRAN POMEGRANATE     ",4.39,"Grocery"
1600028383,"BETTY CROCKER HAMB HELPER 4 CHSE LASAGNA     ",2.89,"Grocery"
1600028558,"BETTY CROCKER LOADED BAKED POTATOES          ",2.29,"Grocery"
1600028559,"BETTY CROCKER LOADED MASH POTATOES           ",2.29,"Grocery"
1600028889,"GENERAL MILLS MLK/CEREAL BARS VARIETY PK     ",3.99,"Grocery"
1600028920,"NATURE VALLEY GRANOLA BAR ROASTED ALMOND     ",4.39,"Grocery"
1600028961,"BETTY CROCKER LOADED MASH POTATOES           ",1.29,"Grocery"
1600028962,"BETTY CROCKER HOMESTYLE REDS POTATOES        ",1.29,"Grocery"
1600029651,"BETTY CROCKER WRM DELIGHTS HT FDG BRWNIE     ",2.69,"Grocery"
1600029652,"BETTY CROCKER WRM DELIGHTS CHOC CAKE         ",2.69,"Grocery"
1600029654,"BETTY CROCKER WRM DELIGHTS CHOC CHP CKIE     ",2.69,"Grocery"
1600029709,"BETTY CROCKER FRT SHAPES TOM/JERRY           ",3.49,"Grocery"
1600030140,"BETTY CROCKER OATMEAL COOKIES      POUCH     ",3.09,"Grocery"
1600030220,"GENERAL MILLS CORN MUFFIN MIX                ",0.69,"Grocery"
1600030230,"BETTY CROCKER BLUEBERRY MUFFIN MIX POUCH     ",1.39,"Grocery"
1600030570,"BETTY CROCKER COOKIE MIX PNT BTR   POUCH     ",3.09,"Grocery"
1600030630,"BETTY CROCKER COOKIE MIX SUGAR     POUCH     ",3.09,"Grocery"
1600030650,"BETTY CROCKER COOKIE MIX CHOC CHIP POUCH     ",3.09,"Grocery"
1600035510,"BETTY CROCKER ROLL-UPS HOT COLORS            ",3.49,"Grocery"
1600035540,"BETTY CROCKER ROLL-UPS STRAWBERRY            ",3.49,"Grocery"
1600037400,"BETTY CROCKER RTS FROSTING WHIPPED STRAW     ",2.69,"Grocery"
1600037430,"BETTY CROCKER RTS FROSTING WHIPPED VAN       ",2.69,"Grocery"
1600038500,"BETTY CROCKER FRUIT/FOOT RAINBOW PUNCH       ",3.49,"Grocery"
1600040171,"BETTY CROCKER CUPCAKE MIX HERSHEY CHOC       ",3.49,"Grocery"
1600040172,"BETTY CROCKER CUPCAKE MIX S'MORES            ",3.49,"Grocery"
1600040173,"BETTY CROCKER COOKIE MIX COOKIES N CREAM     ",3.19,"Grocery"
